ItemID,ItemNumber,ItemName,CategoryList,CategoryListIDs,ProductStatus,Bullets,ShortDescriptionForCategoryList,BasePrice,RetailPrice,Cost,Manufacturer,ManufacturerPartNumber,AdvancedPricing,ItemImages,ItemPrimaryImageUrl,ItemPrimaryImageAltText,ItemThumbnailUrl,ItemThumbnailAltText,UseTabs,UseTabsThemesOverride,RelatedProductNameOverride,LongDescription1,LongDescriptionName1,LongDescription2,LongDescriptionName2,LongDescription3,LongDescriptionName3,LongDescription4,LongDescriptionName4,LongDescription5,LongDescriptionName5,LongDesc1ExternalUrl,LongDesc2ExternalUrl,LongDesc3ExternalUrl,LongDesc4ExternalUrl,LongDesc5ExternalUrl,BulletsExternalUrl,SizeHeight,SizeLength,SizeWidth,SizeUnit,Weight,WeightUnit,MinimumOrderQuantity,MaximumOrderQuantity,WarehouseName,CallForShippingFlag,ShipsIndividually,NonShippingItem,CallForPricingFlag,NoTax,CustomMetaKeywords,CustomMetaDescription,CustomPageTitle,InactiveStoreList,QuickBooksListID,IsQuickBooksGroup,SortOrder,Variation1Group,Variation1Description,Variation1Surcharge,Variation1SurchargeType,Variation1ItemNumberExtension,Variation2Group,Variation2Description,Variation2Surcharge,Variation2SurchargeType,Variation2ItemNumberExtension,Variation3Group,Variation3Description,Variation3Surcharge,Variation3SurchargeType,Variation3ItemNumberExtension,QuantityDiscount1Quantity,QuantityDiscount1Price,QuantityDiscount2Quantity,QuantityDiscount2Price,QuantityDiscount3Quantity,QuantityDiscount3Price,QuantityDiscount4Quantity,QuantityDiscount4Price,QuantityDiscount5Quantity,QuantityDiscount5Price,QuantityDiscount6Quantity,QuantityDiscount6Price,QuantityDiscount7Quantity,QuantityDiscount7Price,QuantityDiscount8Quantity,QuantityDiscount8Price,QuantityDiscount9Quantity,QuantityDiscount9Price,QuantityDiscount10Quantity,QuantityDiscount10Price,SpotLightItem,FeaturedItem,CustomFlag1,CustomFlag2,CustomFlag3,DuplicateRowOnlyAddCategoryData,OverwriteAllDataWithThisRow,Hide,AttributeList,ProductUrl,CustomUrl,RelatedItemsList,ProductGroup,ProductGroupType,NumberInStock,OnOrderQuantity,LowStockQuantity,LowStockWarningsEnabled,LimitShippingRegion,BreakOutShipping,ShippingClassificationCode,CallForShippingWholeOrder,DropShipping,DeleteProduct,Discontinued,ETADate,ShippingAdjustmentType,ShippingAdjustments,TaxCode,UseMapPricing,LastItemNr,DoNotDiscount,Personalizations,HeadTags,HandlingFee,eProductType,eProductDeliveryLinkAction,eProductRandomExpireDays,eProductMultipleDelivery,eProductURL,eProductEmail,eProductSerialNumberFilePath,CustomUpsellPageURL,MultiplesOfQuantity,StartingQuantity,GTIN,IsSubscriptionProduct,SubscriptionFrequency,SubscriptionFrequencyType,RequireCreditCard,NonInventory,ExcludeFromCommissions,AddToCartMessage,NoPriceMask,DaysUntilReorderAllowed,ForceSeparateOrder,ApprovalRequired,EarnsPoints,InelligibleForPurchaseByPoints,AdditionalPointsEarned,SalesRank,HideVariantSurcharges,MasterProduct,Layouts,EProductGenericUsername,EProductGenericPassword,VendorStoreId,ShipperHQShippingGroups,ShipperHQDimensionalRuleGroups,ShipperHQPackingBoxes,ShipperHQOrigins,FreightClass,HSCode,IsExemptFromMinOrderAmount,BingAdsGrouping,BingAdsLabels,Bingads_redirect,BingExclude,BingProductCategory,DealExpiration,DealStartDate,AgeGroup,Color,Condition,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,Gender,Material,MPN,MPNStripPrefix,Pattern,GoogleShippingLabel,Size,AdwordsExcludedDestination,AdwordsGrouping,AdwordsLabels,GoogleProductCategory,PriceWithDiscount,1ozSizeLink,3ozSizeLink,BatchSize,BeardBag,BelowItemNameMessage,FullSizeLink,GoogleExclude,promotion_id,tags,TrialSizeLink
147,trial-oil-night-cap,Night Cap - 1/4oz Trial Beard Oil,All Products > Beard Care > Beard Oil & Balm > Beard Oils|All Products > Beard Care > Beard Oil & Balm > Beard Oils > Trial Sizes|Scents > Night Cap,19|41|54,In Stock,,,4.9900,4.9900,0,Texas Beard Company,,~Wholesale~~1~0.0000~2.9900~~~~~,/Shared/Images/Product/Night-Cap-Beard-Oil-1-4oz-Trial-Size/night-cap-trial-oil.png~True~~~0~~~False~False~~False,/Shared/Images/Product/Night-Cap-Beard-Oil-1-4oz-Trial-Size/night-cap-trial-oil.png,,,,False,False,,"<p>This is our trial size, 1/4 fluid ounce. This is 1/4 the size of our standard 1oz beard oil.</p><p>Night Cap is our overnight scent, made specifically for when you wind down and hit the hay. Created with soothing mixes of natural fragrances, Night Cap helps in capturing a good night sleep.  Made with Lavender Oil, Lime Oil, and Bergamot Oil, Night Cap is a mellow scent that is perfect for your overnight beard conditioning.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.<br></p>
",,"<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>
<li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado&nbsp;Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>
<li>Lavender Oil</li><li>Lime Oil</li><li>Bergamot Oil</li></ul>",,,,,,,,,,,,,,,,,In,0.0600,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,False,,/natural-beard-care/beard-oil/night-cap-beard-oil-1/4oz-trial-size,/natural-beard-care/beard-oil/night-cap-beard-oil-1/4oz-trial-size,,,NoProductGrouping,0,0,,False,,False,,False,False,,False,,auto,,,False,oil-night-cap-trial,False,,,,0,,0,0,,,,,1,1,791154096291,False,,,False,True,False,,,0,False,False,True,False,,77,False,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,/natural-beard-oils/night-cap-beard-oil-with-lavender-lime-and-bergamot,/natural-beard-oils/night-cap-beard-oil-3oz-with-lavender-lime-and-bergamot,0,,,,False,,Beard-Oils Trial-Size,
174,oil-cherry-3oz,Cherry Bomb Beard Oil - 3oz Bottle,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > Cherry Bomb|All Products > Beard Care > Beard Oil & Balm > Singles,19|65|66,In Stock,"<p data-children-count=""0""></p>",All Natural Man Made Beard Oil with a subtle natural scent,29.9900,29.9900,0,Texas Beard Company,oil-cherry-3oz,~Wholesale~~1~0.0000~14.9900~~~~~|~Default~~4~0.0000~22.4900~~~~~,/Shared/Images/Product/Cherry-Bomb-Beard-Oil-3oz-Bottle/beard-oil-cherry-bomb-3oz.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/Cherry-Bomb-Beard-Oil-3oz-Bottle/beard-oil-cherry-bomb-3oz.jpg,,,,False,False,,"<p data-children-count=""0""><!--StartFragment-->
</p><p>The Cherry Bomb blend features a blend of sweet cherry, vanilla, and a hint of sandalwood.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<!--EndFragment--><p></p>",,"<p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0""></p><!--StartFragment-->
<p>Essential Oil (Scent) Blend</p>
<ul><li>Cherry Oil</li><li>Vanilla Extract</li><li>Sandalwood Oil</li></ul><ul data-children-count=""0""></ul>",,"<p data-children-count=""0""></p>",,"<p data-children-count=""0""></p>",,"<p data-children-count=""0""></p>",,,,,,,,,,,In,0.4440,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/cherry-bomb-beard-oil-3oz,/natural-beard-oils/cherry-bomb-beard-oil-3oz,,,NoProductGrouping,1000,0,,False,,False,,False,False,,False,,auto,,,False,oil-tw-3oz-clone1,False,,,0.0000,0,,0,0,,,,,1,1,703670214868,False,,,False,True,False,,,0,False,False,True,False,0,86,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,/natural-beard-oils/cherry-bomb,,0,,,,False,,Beard-Oils 3oz,/natural-beard-care/beard-oil/cherry-bomb-beard-oil-1/4oz-trial-size
175,oil-coffee-3oz,Pecan Coffee Beard Oil - 3oz Bottle,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > Pecan Coffee|All Products > Beard Care > Beard Oil & Balm > Singles,19|53|66,In Stock,"<p data-children-count=""0""></p>",All Natural Man Made Beard Oil with a subtle natural scent,29.9900,29.9900,0,Texas Beard Company,oil-coffee-3oz,~Wholesale~~1~0.0000~14.9900~~~~~|~Default~~4~0.0000~22.4900~~~~~,/Shared/Images/Product/Tumbleweed-Beard-Oil-3oz-Bottle/beard-oil-coffee-3oz.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/Tumbleweed-Beard-Oil-3oz-Bottle/beard-oil-coffee-3oz.jpg,,,,False,False,,"<p data-children-count=""0""><!--StartFragment-->
</p><p>We use our Signature Beard Oil Formula and infuse with Texas Pecan Roasted Coffee beans. Each bottle has a few beans in it after the infusion process to keep the scent alive.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<!--EndFragment--><p></p>",,"<p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0""></p><!--StartFragment-->
<p>Essential Oil (Scent) Blend</p>
<ul><li>Roasted Coffee</li><li>Texas Pecan</li></ul><ul data-children-count=""0""></ul>",,"<p data-children-count=""0""></p>",,"<p data-children-count=""0""></p>",,"<p data-children-count=""0""></p>",,,,,,,,,,,In,0.4440,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/pecan-coffee-beard-oil-3oz,/natural-beard-oils/pecan-coffee-beard-oil-3oz,,,NoProductGrouping,97,0,,False,,False,,False,False,,False,,auto,,,False,oil-tw-3oz-clone1-clone1,False,,,0.0000,0,,0,0,,,,,1,1,791154096499,False,,Months,False,True,False,,,0,False,False,True,False,0,72,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,/natural-beard-oils/texas-pecan-roasted-coffee-beard-oil,,0,,,,False,,Beard-Oils 3oz,/natural-beard-care/beard-oil/pecan-coffee-beard-oil-1/4oz-trial-size
176,oil-bg-3oz,Green Belt Beard Oil - 3oz Bottle,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > Green Belt|All Products > Beard Care > Beard Oil & Balm > Singles,19|58|66,In Stock,"<p data-children-count=""0""></p>",All Natural Man Made Beard Oil with a subtle natural scent,29.9900,29.9900,0,Texas Beard Company,oil-bg-3oz,~Wholesale~~1~0.0000~14.9900~~~~~|~Default~~4~0.0000~22.4900~~~~~,/Shared/Images/Product/Green-Belt-Beard-Oil-3oz-Bottle/beard-oil-green-belt-3oz.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/Green-Belt-Beard-Oil-3oz-Bottle/beard-oil-green-belt-3oz.jpg,,,,False,False,,"<p data-children-count=""0""><!--StartFragment-->
</p><p>With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Oil with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.</p>
<p>Extensive testing on bearded Texas men NOT animals (although they have been called worse) has resulted in the perfect blend of scents.</p>
<p>So step up your facial hair game and turn that scraggle and scruff into something great.</p>
<!--EndFragment--><p></p>",,"<p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0""></p>
<!--StartFragment-->
<p data-children-count=""0"">Essential Oil (Scent) Blend</p>
<ul data-children-count=""0""><li>Tea Trea Oil</li><li>Lime Oil</li><li>Basil Oil</li></ul>",,"<p data-children-count=""0""></p>",,"<p data-children-count=""0""></p>",,"<p data-children-count=""0""></p>",,,,,,,,,,,In,0.4440,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/green-belt-beard-oil-3oz,/natural-beard-oils/green-belt-beard-oil-3oz,,,NoProductGrouping,97,0,,False,,False,,False,False,,False,,auto,,,False,,False,,,0.0000,0,,0,0,,,,,1,1,791154096505,False,,Months,False,True,False,,,0,False,False,True,False,0,116,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,/natural-beard-oils/green-belt-beard-oil,,0,,,,False,,Beard-Oils 3oz,/natural-beard-care/beard-oil/green-belt-beard-oil-1/4oz-trial-size
177,oil-black-pepper,Black Pepper Beard Oil,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > Black Pepper|All Products > Beard Care > Beard Oil & Balm > Singles,19|62|66,In Stock,,All Natural Man Made Beard Oil with a subtle natural scent,15.9900,15.9900,0,Texas Beard Company,oil-black-pepper,~Wholesale~~1~0.0000~7.9900~~~~~,/Shared/Images/Product/Black-Pepper-Beard-Oil/beard-oil-black-pepper-dropper.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/Black-Pepper-Beard-Oil/beard-oil-black-pepper-dropper.jpg,,,,False,False,,"<p>A blend of Black Pepper and Patchouli makes this a unique blend. A very earthy scent.</p><p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p><p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.<br></p>",,"<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Patchouli</li></ul>",,,,,,,,,,,,,,,,,In,0.2200,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/black-pepper-beard-oil,/natural-beard-oils/black-pepper-beard-oil,,,NoProductGrouping,74,0,,False,,False,,False,False,,False,,auto,,,False,oil-tw-clone1,False,,,0.0000,0,,0,0,,,,,1,1,791154096390,False,,Months,False,True,False,,,0,False,False,True,False,0,71,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,,https://www.texasbeardcompany.com/natural-beard-oils/black-pepper-beard-oil-3oz,0,,,,False,,Beard-Oils,https://www.texasbeardcompany.com/natural-beard-oils/black-pepper-beard-oil-trial
178,oil-smoke,Smoke House Beard Oil,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > Smoke House|All Products > Beard Care > Beard Oil & Balm > Singles,19|64|66,In Stock,,All Natural Man Made Beard Oil with a subtle natural scent,15.9900,15.9900,0,Texas Beard Company,oil-smoke,~Wholesale~~1~0.0000~7.9900~~~~~,/Shared/Images/Product/Smoke-House-Beard-Oil/beard-oil-smoke-house.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/Smoke-House-Beard-Oil/beard-oil-smoke-house.jpg,,,,False,False,,"<p data-children-count=""0"">Smoke House Beard Oil is our traditional beard oil recipe&nbsp;literally smoked in a cast iron dutch oven&nbsp;on my own personal smoker... one batch at a time.</p>
<p data-children-count=""0"">Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard.</p>
<p data-children-count=""0"">This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.</p>",,"<p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Oil Blend</p>
<ul data-children-count=""0"">

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Other Ingredients</p>
<ul><li>Natural Smoke</li></ul>
<p data-children-count=""0"">Essential Oil (Scent) Blend</p>
<ul data-children-count=""0"">

<li>none</li></ul>",,,,,,,,,,,,,,,,,In,0.2200,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/smoke-house-beard-oil,/natural-beard-oils/smoke-house-beard-oil,,,NoProductGrouping,74,0,,False,,False,,False,False,,False,,auto,,,False,oil-tw-clone1,False,,,0.0000,0,,0,0,,,,,1,1,791154096482,False,,Months,False,True,False,,,0,False,False,True,False,0,62,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,,/natural-beard-oils/smoke-house-beard-oil-3oz,0,,,,False,,Beard-Oils,/natural-beard-oils/smoke-house-beard-oil-trial-size
182,caddy,Beard Oil/Balm Caddy,All Products > Beard Kits and Gifts,18,Out of Stock,,,19.9900,0,0,,,,/shared/images/product/IMG_1134.jpg~True~~~0~~~False~False~~False,/shared/images/product/IMG_1134.jpg,,,,False,False,,<p>This oil and balm caddy is made to perfectly fit our Texas Beard Company Balm and Oil.</p><p>It is constructed of our signature Walnut and Maple solid wood combo.&nbsp;</p><p>Rubber feet to keep it steady and out of standing water.</p>,,,,,,,,,,,,,,,,,,,In,0.4200,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,False,,/gifts/oil-balm-caddy,/gifts/oil-balm-caddy,,,NoProductGrouping,0,0,,False,,False,,False,False,,False,,auto,,,False,,False,,,0.0000,0,,0,0,,,,,1,1,,False,,Months,False,False,False,,,0,False,False,False,False,0,120,False,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,Gifts Kits,
185,oil-mountain,Mountain High Beard Oil,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > Mountain High|All Products > Beard Care > Beard Oil & Balm > Singles,19|50|66,In Stock,,,15.9900,15.9900,0,Texas Beard Company,oil-mountain,~Wholesale~~1~0.0000~7.9900~~~~~|~Default~~4~0.0000~11.9900~~~~~,/Shared/Images/Product/Mountain-High-Beard-Oil/mountain-high-beard-oil.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/Mountain-High-Beard-Oil/mountain-high-beard-oil.jpg,,,,False,False,,"<p>Mountain High Beard Oil is our newest beard oil blend. This spruce+spearmint+rosemary blend&nbsp;was inspired by a trip to the Colorado mountains.</p>
<p>

This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.

</p>",,"<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Spruce</li><li>Spearmint</li><li>Rosemary</li></ul>",,,,,,,,,,,,,,,,,In,0.2200,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/moutain-high-beard-oil,/natural-beard-oils/moutain-high-beard-oil,,,NoProductGrouping,71,0,,False,,False,,False,False,,False,,auto,,,False,oil-pep-clone1,False,,,0.0000,0,,0,0,,,,,1,1,791154096420,False,,,False,True,False,,,0,False,False,True,False,0,63,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,,,0,,,,False,,Beard-Oils,/natural-beard-care/beard-oil/mountain-high-beard-oil-1/4oz-trial-size
186,trial-oil-mh,Mountain High - 1/4oz Trial Beard Oil,All Products > Beard Care > Beard Oil & Balm > Beard Oils|All Products > Beard Care > Beard Oil & Balm > Beard Oils > Trial Sizes|Scents > Mountain High,19|41|50,In Stock,,All Natural Man Made Beard Oil with a subtle natural scent,4.9900,4.9900,0,Texas Beard Company,,~Wholesale~~1~0.0000~2.9900~~~~~,/Shared/Images/Product/Mountain-High-1-4oz-Trial-Beard-Oil/mountain-high-trial.png~True~~~0~~~False~False~~False,/Shared/Images/Product/Mountain-High-1-4oz-Trial-Beard-Oil/mountain-high-trial.png,,,,False,False,,"<p>This is our trial size, 1/4 fluid ounce. This is 1/4 the size of our standard 1oz beard oil.</p>
<p>Mountain High Beard Oil is our newest beard oil blend. This spruce+spearmint+rosemary blend was inspired by a trip to the Colorado mountains.<br></p>",,"<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul><li>Spruce</li><li>Spearmint</li><li>Rosemary</li></ul><p><br></p><ul>

</ul>",,,,,,,,,,,,,,,,,In,0.0600,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,False,,/natural-beard-care/beard-oil/mountain-high-beard-oil-1/4oz-trial-size,/natural-beard-care/beard-oil/mountain-high-beard-oil-1/4oz-trial-size,,,NoProductGrouping,0,0,,False,,False,,False,False,,False,,auto,,,False,"trial-oil-mh-,oil-mh-trial-,oil-tw-trial-clone1",False,,,,0,,0,0,,,,,1,1,791154096437,False,,,False,True,False,,,0,False,False,True,False,0,73,False,,,,,,,,,,,,False,,,,False,,,,,,,,,,,,,,,,,,,,,,,,/natural-beard-oils/moutain-high-beard-oil,,0,,,,False,,Beard-Oils Trial-Size,
189,oil-royals,The Royals Beard Oil,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > The Royals|All Products > Beard Care > Beard Oil & Balm > Singles,19|63|66,In Stock,,All Natural Man Made Beard Oil with a subtle natural scent,15.9900,15.9900,0,Texas Beard Company,oil-royals,~Wholesale~~1~0.0000~7.9900~~~~~,/Shared/Images/Product/The-Royals-Beard-Oil/the-royals-beard-oil.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/The-Royals-Beard-Oil/the-royals-beard-oil.jpg,,,,False,False,,"<p>The Royals Beard Oil is made with the king and queen of spices:&nbsp;Black Pepper and Cardamom. We round out the scent with Clove. This oil has a smooth, sweet, earthy scent that'll make you feel regal.</p>
<p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p>
<p>This is our original size, 1 fluid ounce. This is enough oil to last most beards 3-4 months with daily use.<br></p>",,"<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Cardamom</li><li>Clove</li></ul>",,,,,,,,,,,,,,,,,In,0.2200,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/the-royals-beard-oil,/natural-beard-oils/the-royals-beard-oil,,,NoProductGrouping,74,0,,False,,False,,False,False,,False,,auto,,,False,oil-black-pepper-clone1,False,,,0.0000,0,,0,0,,,,,1,1,791154096451,False,,,False,True,False,,,0,False,False,True,False,0,102,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,,,0,,,,False,,Beard-Oils,
196,oil-royal-3oz,The Royals Beard Oil - 3oz,All Products > Beard Care > Beard Oil & Balm > Beard Oils|Scents > The Royals|All Products > Beard Care > Beard Oil & Balm > Singles,19|63|66,In Stock,,All Natural Man Made Beard Oil with a subtle natural scent,29.9900,29.9900,0,Texas Beard Company,oil-royal-3oz,~Wholesale~~1~0.0000~14.9900~~~~~|~Default~~4~0.0000~22.4900~~~~~,/Shared/Images/Product/The-Royals-Beard-Oil-3oz/royals-3oz.jpg~True~~~0~~~False~False~~False,/Shared/Images/Product/The-Royals-Beard-Oil-3oz/royals-3oz.jpg,,,,False,False,,"<p>The Royals Beard Oil is made with the king and queen of spices:&nbsp;Black Pepper and Cardamom. We round out the scent with Clove. This oil has a smooth, sweet, earthy scent that'll make you feel regal.</p>
<p>Beard Oil is a combination of all natural oils that help moisturize your beard, keep it healthy, and give off a great scent. The end result is a softer, healthier, shinier (not greasy), and less wild beard. </p>
<p>This is 3oz  size. This is enough oil to last most beards many months months with daily use.<br></p>",,"<p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Oil Blend</p>
<ul>

<li>Golden Jojoba Oil

</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul>

<li>Black Pepper</li><li>Cardamom</li><li>Clove</li></ul>",,,,,,,,,,,,,,,,,In,0.4440,Lbs,0,0,,False,False,False,False,False,,,,,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,False,,/natural-beard-oils/the-royals-beard-oil-3oz,/natural-beard-oils/the-royals-beard-oil-3oz,,,NoProductGrouping,97,0,,False,,False,,False,False,,False,,auto,,,False,oil-tw-3oz-clone1,False,,,0.0000,0,,0,0,,,,,1,1,791154096512,False,,Months,False,True,False,,,0,False,False,True,False,0,139,False,,,,,,,,,,,,False,,,,False,,,,adult,,new,,,,,,male,,,,,,,,,,Health & Beauty > Personal Care > Shaving & Grooming,,/natural-beard-oils/the-royals-beard-oil,,0,,,,False,,Beard-Oils 3oz,
